56.952793,24.075899
56.952793,24.075899
56.953053,24.075766
56.953194,24.075745
56.953194,24.075745
56.953239,24.075689
56.952847,24.071978
56.95274,24.071096
56.95274,24.071096
56.952747,24.071106
56.952747,24.071106
56.952747,24.071104
56.952747,24.071102
56.952747,24.071102
56.952747,24.0711
56.952747,24.071098
56.952747,24.071098
56.952747,24.071098
56.952747,24.071096
56.952747,24.071096
56.952747,24.071096
56.952747,24.071096
56.952747,24.071096
56.952747,24.071096
56.952747,24.071095
56.952747,24.071095
56.952747,24.071095
56.952747,24.071096
56.952747,24.071096
56.952747,24.071098
56.952747,24.071098
56.952747,24.071098
56.952747,24.071098
56.952747,24.071098
56.952747,24.071098
56.952751,24.071096
56.952751,24.071095
56.952751,24.071095
56.952751,24.071095
56.952751,24.071095
56.952751,24.071091
56.952751,24.071091
56.952751,24.071091
56.952747,24.071064
56.952747,24.071064
56.952747,24.071064
56.952744,24.071001
56.952744,24.071001
56.952744,24.071001
56.952728,24.070915
56.952728,24.070915
56.952702,24.070822
56.952702,24.070822
56.952663,24.070755
56.952606,24.070726
56.952606,24.070726
56.95253,24.070744
56.952431,24.070816
56.952431,24.070816
56.952316,24.07091
56.952202,24.070992
56.95208,24.0711
56.95208,24.0711
56.951954,24.071217
56.951954,24.071217
56.951832,24.071341
56.951698,24.071468
56.951698,24.071468
56.951698,24.071468
56.951572,24.071602
56.951572,24.071602
56.951572,24.071602
56.95145,24.071749
56.95145,24.071749
56.95145,24.071749
56.95134,24.071903
56.95134,24.071903
56.95134,24.071903
56.951233,24.072065
56.951233,24.072065
56.951233,24.072065
56.951126,24.072235
56.951126,24.072235
56.951126,24.072235
56.951027,24.072409
56.951027,24.072409
56.951027,24.072409
56.950932,24.07259
56.950932,24.07259
56.950844,24.072777
56.950756,24.072971
56.950668,24.073172
56.950584,24.073376
56.950504,24.07358
56.950504,24.07358
56.95042,24.073788
56.950336,24.073997
56.950336,24.073997
56.950256,24.074207
56.950172,24.07443
56.950172,24.07443
56.950089,24.074644
56.950001,24.074877
56.950001,24.074877
56.950001,24.074877
56.94989,24.075138
56.94989,24.075138
56.94989,24.075138
56.94978,24.075405
56.94978,24.075405
56.94968,24.075666
56.949593,24.075911
56.949593,24.075911
56.949509,24.076143
56.949425,24.07637
56.949425,24.07637
56.949341,24.07659
56.949253,24.076799
56.949253,24.076799
56.94915,24.076994
56.949043,24.077173
56.949043,24.077173
56.948925,24.077343
56.948925,24.077343
56.948807,24.077513
56.948807,24.077513
56.948013,24.079081
56.948013,24.079081
56.948013,24.079081
56.948856,24.083311
56.948856,24.083311
56.948887,24.083481
56.948959,24.083921
56.948959,24.083921
56.948986,24.084171
56.949017,24.08448
56.949017,24.08448
56.949051,24.08481
56.949078,24.085173
56.949116,24.085516
56.949116,24.085516
56.949162,24.085844
56.949162,24.085844
56.949207,24.086163
56.949261,24.086475
56.949261,24.086475
56.949314,24.086771
56.949364,24.087053
56.949364,24.087053
56.949413,24.087332
56.950329,24.091208
56.95042,24.091105
56.95042,24.091105
56.950497,24.090977
56.950497,24.090977
56.950497,24.090977
56.949753,24.086058
56.949753,24.086058
56.949753,24.086058
56.949753,24.086058
56.949753,24.086058
56.949753,24.086058
56.949768,24.086021
56.949768,24.086021
56.949768,24.086021
56.949768,24.086021
56.949768,24.086021
56.949768,24.086021
56.949806,24.08597
56.949806,24.08597
56.949879,24.085924
56.95002,24.085844
56.950165,24.085739
56.950321,24.085623
56.950485,24.085503
56.950485,24.085503
56.950645,24.085361
56.950798,24.085217
56.950798,24.085217
56.950947,24.085085
56.951096,24.084957
56.951096,24.084957
56.951241,24.084831
56.951382,24.084709
56.951382,24.084709
56.951523,24.084589
56.951664,24.084467
56.951805,24.084343
56.951805,24.084343
56.951935,24.084208
56.951935,24.084208
56.951935,24.084208
56.952065,24.08407
56.952065,24.08407
56.952065,24.08407
