2020-09-22T12:43:44.846,0,0,0,2,-8.9399996,-12.25,69.059998,0.38775,-0.25549999,1.0154375,11.152545,56.952793,24.075899
2020-09-22T12:43:44.893,0,0,0,2,-9.0600004,-12.56,69.309998,0.18525,0.054499999,0.93418747,11.152545,56.952793,24.075899
2020-09-22T12:43:47.896,0,0,0,2,-9.1899996,-20.440001,93.440002,0.0308125,0.25624999,0.84268749,9.2311115,56.953053,24.075766
2020-09-22T12:43:49.856,0,0,0,2,-53.630001,-0.38,37.810001,-0.19418751,-0.24062499,1.048375,7.1949577,56.953194,24.075745
2020-09-22T12:43:49.903,0,0,0,2,-53.5,0.19,36.060001,-0.0778125,-0.23375,0.7249375,7.1949577,56.953194,24.075745
2020-09-22T12:43:50.762,0,0,0,2,-49.189999,10,2.9400001,0.1028125,-0.14381251,0.97925001,6.4603372,56.953239,24.075689
2020-09-22T12:44:04.893,0,0,0,2,-10.25,11.63,351.13,-0.259875,0.2354375,1.0598125,16.533073,56.952847,24.071978
2020-09-22T12:44:24.31851,0,0,0,2,-1.8099999,13,356.69,-0.0064375,0.026812499,0.9765625,0.23664241,56.95274,24.071096
2020-09-22T12:44:24.31898,0,0,0,2,-1.8099999,13,356.69,-0.14,0.131,1.0033125,0.23664241,56.95274,24.071096
2020-09-22T12:44:56.829,0,0,0,2,-1.38,13.06,356.75,-0.0055,0.1468125,0.93712503,0.3585647,56.952747,24.071106
2020-09-22T12:44:56.876,0,0,0,2,-1.38,13.06,356.75,-0.111875,0.135625,1.002875,0.3585647,56.952747,24.071106
2020-09-22T12:44:57.856,0,0,0,2,-2.3099999,13,356.06,0.0036249999,0.049687501,0.8811875,0.27265319,56.952747,24.071104
2020-09-22T12:44:58.858,0,0,0,2,-5.75,12.69,355.13,-0.095749997,-0.058625001,0.97731251,0.083339281,56.952747,24.071102
2020-09-22T12:44:58.884,0,0,0,2,-5.75,12.69,355.13,0.014375,0.0471875,0.92631251,0.083339281,56.952747,24.071102
2020-09-22T12:44:59.846,0,0,0,2,-5.5599999,12.63,355.5,0.067937501,-0.028437501,0.88349998,0.14558652,56.952747,24.0711
2020-09-22T12:45:00.809,0,0,0,2,-5.8800001,12.06,355.5,-0.0074999998,-0.013,0.95574999,0.17490961,56.952747,24.071098
2020-09-22T12:45:00.877,0,0,0,2,-6,12.06,355.5,-0.12125,0.0065624998,1.0229375,0.17490961,56.952747,24.071098
2020-09-22T12:45:00.903,0,0,0,2,-6,12.06,355.5,-0.086999997,-0.034937501,0.99237502,0.17490961,56.952747,24.071098
2020-09-22T12:45:01.818,0,0,0,2,-6.6300001,12.31,355.25,0.0254375,-0.0280625,0.8548125,0.12295116,56.952747,24.071096
2020-09-22T12:45:01.865,0,0,0,2,-6.6300001,12.31,355.19,-0.078062497,0.18425,1.0488125,0.12295116,56.952747,24.071096
2020-09-22T12:45:01.912,0,0,0,2,-6.6900001,12.31,355.19,0.079312503,-0.1250625,0.80031252,0.12295116,56.952747,24.071096
2020-09-22T12:45:02.860,0,0,0,2,-7,12.38,355.06,0.054312501,0.065624997,1.046625,0.060703922,56.952747,24.071096
2020-09-22T12:45:02.886,0,0,0,2,-7,12.38,355.06,-0.0483125,0.0085000005,0.99787498,0.060703922,56.952747,24.071096
2020-09-22T12:45:03.844,0,0,0,2,-6.5599999,12.44,355.19,0.0155,-0.076624997,0.86431253,0.14558652,56.952747,24.071096
2020-09-22T12:45:04.824,0,0,0,2,-6.4400001,12.44,355.19,0.020625001,-0.1608125,0.88387501,0.046299603,56.952747,24.071095
2020-09-22T12:45:04.871,0,0,0,2,-6.5,12.44,355.13,0.051937498,0.1055625,1.0468125,0.046299603,56.952747,24.071095
2020-09-22T12:45:04.918,0,0,0,2,-6.5,12.44,355.06,-0.034000002,-0.078749999,0.95281249,0.046299603,56.952747,24.071095
2020-09-22T12:45:05.828,0,0,0,2,-6,12.5,355.44,0.0076875002,-0.063687503,0.99462497,0.038583003,56.952747,24.071096
2020-09-22T12:45:05.876,0,0,0,2,-6,12.5,355.44,-0.021,-0.073375002,1.018,0.038583003,56.952747,24.071096
2020-09-22T12:45:06.863,0,0,0,2,-5.9400001,12.56,355.5,0.022500001,-0.14031249,0.93093753,0.061218362,56.952747,24.071098
2020-09-22T12:45:07.804,0,0,0,2,-5.5,12.56,355.63,-0.020062501,-0.048749998,0.95375001,0.04012632,56.952747,24.071098
2020-09-22T12:45:07.851,0,0,0,2,-5.5,12.56,355.63,0.0288125,-0.080687501,0.9025625,0.04012632,56.952747,24.071098
2020-09-22T12:45:07.898,0,0,0,2,-5.5599999,12.56,355.63,-0.086937502,0.03875,1.009125,0.04012632,56.952747,24.071098
2020-09-22T12:45:08.832,0,0,0,2,-5.9400001,12.56,355.5,-0.062875003,0.0021875,1.0190001,0.13529773,56.952747,24.071098
