178118,3,1,3,3,-0.63,2.0599999,287.69,-0.118,0.021375,0.92575002
178162,3,1,3,3,-0.63,2.0599999,287.69,-0.1196875,0.0179375,0.92949998
178186,3,1,3,3,-0.63,2.0599999,287.69,-0.12375,0.014125,0.9375
178258,3,1,3,3,-0.69,2.0599999,287.69,-0.12925,0.0119375,0.94193751
178282,3,1,3,3,-0.69,2.0599999,287.69,-0.1401875,0.0135,0.93568748
178307,3,1,3,3,-0.63,2.0599999,287.69,-0.1348125,0.0086249998,0.94468749
178398,3,1,3,3,-0.63,2.0599999,287.69,-0.122,0.016625,0.9285
178423,3,1,3,3,-0.63,2.0599999,287.69,-0.13075,0.0135,0.94881248
178447,3,1,3,3,-0.63,2.0599999,287.69,-0.13787501,0.0091249999,0.95737499
178538,3,1,3,3,-0.63,2.0599999,287.69,-0.125625,0.012625,0.9425
178563,3,1,3,3,-0.63,2.0599999,287.69,-0.1303125,0.0128125,0.94524997
178587,3,1,3,3,-0.63,2.0599999,287.69,-0.12693749,0.0129375,0.93856251
178659,3,1,3,3,-0.63,2.0599999,287.69,-0.1301875,0.013,0.94912499
178703,3,1,3,3,-0.63,2.0599999,287.69,-0.122875,0.017375,0.93606251
178728,3,1,3,3,-0.63,2.0599999,287.69,-0.12825,0.013375,0.93875003
178799,3,1,3,3,-0.63,2.0599999,287.69,-0.127625,0.0143125,0.94225001
178843,3,1,3,3,-0.63,2.0599999,287.69,-0.1311875,0.010625,0.94625002
178868,3,1,3,3,-0.63,2.0599999,287.69,-0.128875,0.0094999997,0.95037502
178939,3,1,3,3,-0.63,2.0599999,287.69,-0.128125,0.01375,0.94137502
178964,3,1,3,3,-0.63,2.0599999,287.69,-0.1235625,0.0155,0.93518752
178988,3,1,3,3,-0.63,2.0599999,287.69,-0.1215,0.0179375,0.92587501
179079,3,1,3,3,-0.63,2.0599999,287.69,-0.12718751,0.012125,0.94131249
179104,3,1,3,3,-0.63,2.0599999,287.69,-0.12549999,0.0126875,0.94493753
179128,3,1,3,3,-0.63,2.0599999,287.69,-0.1255625,0.013375,0.94193751
179220,3,1,3,3,-0.63,2.0599999,287.69,-0.12800001,0.011625,0.94193751
179244,3,1,3,3,-0.63,2.0599999,287.69,-0.127625,0.0130625,0.9363125
179268,3,1,3,3,-0.63,2.0599999,287.69,-0.125625,0.016124999,0.93712503
179359,3,1,3,3,-0.63,2.1300001,287.69,-0.1266875,0.013125,0.936625
179384,3,1,3,3,-0.63,2.1300001,287.69,-0.1274375,0.015375,0.95125002
179409,3,1,3,3,-0.63,2.1300001,287.69,-0.13068751,0.0145625,0.94393748
179480,3,1,3,3,-0.63,2.0599999,287.69,-0.1264375,0.0140625,0.93712503
179504,3,1,3,3,-0.63,2.0599999,287.69,-0.13437501,0.0101875,0.94524997
179549,3,1,3,3,-0.63,2.0599999,287.69,-0.1305,0.0097500002,0.94456249
179620,3,1,3,3,-0.63,2.0599999,287.69,-0.127,0.011875,0.93393749
179645,3,1,3,3,-0.69,2.0599999,287.69,-0.127,0.012875,0.94318748
179689,3,1,3,3,-0.69,2.0599999,287.69,-0.148375,-0.025812499,0.95475
179761,3,1,3,3,-0.75,2,287.81,-0.11775,0.018999999,0.92112499
179785,3,1,3,3,-0.75,2,287.81,-0.124875,0.011625,0.94181252
179830,3,1,3,3,-0.75,2,287.81,-0.119,0.011625,0.94018751
179901,3,1,3,3,-0.75,2,287.81,-0.1286875,0.010125,0.9375
179925,3,1,3,3,-0.75,2,287.81,-0.1240625,0.0105,0.94406247
179949,3,1,3,3,-0.75,2,287.81,-0.13062499,0.0066875,0.9535625
180041,3,1,3,3,-0.75,2,287.81,-0.131,0.0081874998,0.94706249
180065,3,1,3,3,-0.75,2,287.81,-0.12818751,0.0114375,0.93937498
180090,3,1,3,3,-0.75,2,287.81,-0.12531251,0.0119375,0.93318748
180182,3,1,3,3,-0.75,2,287.75,-0.1131875,0.015687499,0.92281252
