62280,0,1,3,1,-3.6900001,-0.75,2.5599999,-0.088749997,-0.059,0.93524998
62323,0,1,3,1,-3.75,-0.75,2.6300001,-0.09375,-0.045562498,0.92987502
62328,0,1,3,1,-3.75,-0.75,2.6300001,-0.094875,-0.045562498,0.92987502
62397,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.098937497,-0.046750002,0.94218749
62421,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.088500001,-0.038062502,0.9230625
62444,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.090062499,-0.046374999,0.91500002
62514,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.098937497,-0.042624999,0.94431251
62538,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.094999999,-0.0326875,0.94112498
62561,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.089749999,-0.059250001,0.93731248
62631,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.094687499,-0.0445625,0.9223125
62673,0,1,3,1,-3.8099999,-0.69,2.6300001,-0.098624997,-0.0385,0.9375
62697,0,1,3,1,-3.8099999,-0.69,2.6300001,-0.097000003,-0.046750002,0.9453125
62747,0,1,3,1,-3.8800001,-0.75,2.6300001,-0.093374997,-0.052124999,0.93118751
62771,0,1,3,1,-3.8800001,-0.75,2.6300001,-0.097937502,-0.048749998,0.94150001
62795,0,1,3,1,-3.8800001,-0.75,2.6300001,-0.096312501,-0.040437501,0.9436875
62864,0,1,3,1,-3.8099999,-0.75,2.6300001,-0.096000001,-0.042624999,0.94418752
62888,0,1,3,0,-3.8800001,-0.75,2.6300001,-0.095124997,-0.053125001,0.9354375
62930,0,1,3,0,-3.9400001,-0.75,2.6300001,-0.092812501,-0.042624999,0.94274998
62980,0,1,3,0,-3.9400001,-0.75,2.6300001,-0.089687496,-0.041000001,0.9189375
63004,0,1,3,0,-3.9400001,-0.69,2.6300001,-0.092874996,-0.0538125,0.92868751
63047,0,1,3,0,-3.9400001,-0.69,2.6300001,-0.090937503,-0.049874999,0.93231249
63097,0,1,3,0,-3.9400001,-0.75,2.6300001,-0.098999999,-0.048749998,0.93800002
63140,0,1,3,0,-3.9400001,-0.69,2.6300001,-0.098437503,-0.051312499,0.94593751
63144,0,1,3,0,-3.9400001,-0.69,2.6300001,-0.1003125,-0.060562499,0.95068753
63213,0,1,3,0,-3.9400001,-0.69,2.6300001,-0.099937499,-0.034062501,0.93031251
63237,0,1,3,0,-3.9400001,-0.63,2.6300001,-0.094499998,-0.0509375,0.93431252
63280,0,1,3,0,-3.9400001,-0.69,2.6300001,-0.102875,-0.049687501,0.95781249
