332207,3,1,3,3,2.4400001,4.5599999,320.88,-0.1969375,0.074437499,0.93668753
332231,3,1,3,3,2.4400001,4.5599999,320.88,-0.1955625,0.088249996,0.927625
332254,3,1,3,3,2.4400001,4.5599999,320.88,-0.185,0.101,0.91918749
332323,3,1,3,3,2.5,4.5599999,320.81,-0.1984375,0.095562503,0.930875
332347,3,1,3,3,2.5,4.5599999,320.81,-0.177875,0.087250002,0.91649997
332370,3,1,3,3,2.5,4.5599999,320.81,-0.20200001,0.083999999,0.94975001
332420,3,1,3,3,2.5,4.5,320.81,-0.1850625,0.096874997,0.93606251
332444,3,1,3,3,2.5,4.4400001,320.81,-0.191875,0.098125003,0.94668752
332468,3,1,3,3,2.5,4.4400001,320.81,-0.18425,0.084124997,0.93518752
332537,3,1,3,3,2.5,4.5,320.75,-0.18493751,0.088,0.9145
332560,3,1,3,3,2.5,4.5599999,320.75,-0.1918125,0.078249998,0.92518753
332584,3,1,3,3,2.5,4.5599999,320.75,-0.19575,0.096812502,0.93606251
332653,3,1,3,3,2.5,4.5,320.75,-0.2015,0.098499998,0.93881249
332677,3,1,3,3,2.5,4.5,320.75,-0.20012499,0.088624999,0.92993748
332700,3,1,3,3,2.5,4.5,320.75,-0.186625,0.090312503,0.91812497
332769,3,1,3,3,2.5599999,4.5,320.69,-0.18737499,0.092562497,0.93725002
332794,3,1,3,3,2.5599999,4.5,320.69,-0.18525,0.08625,0.91850001
332818,3,1,3,3,2.5599999,4.5,320.69,-0.18637501,0.087750003,0.92931253
332886,3,1,3,3,2.5599999,4.4400001,320.69,-0.18043751,0.093249999,0.9255625
332910,3,1,3,3,2.6300001,4.4400001,320.69,-0.17318749,0.1043125,0.91637498
332934,3,1,3,3,2.6900001,4.4400001,320.63,-0.19087499,0.094125003,0.92906249
333003,3,1,3,3,2.6900001,4.4400001,320.63,-0.19993749,0.060125001,0.90181249
333027,3,1,3,3,2.6900001,4.3800001,320.63,-0.21175,0.086499996,0.93193752
333051,3,1,3,3,2.6900001,4.3099999,320.63,-0.1998125,0.1203125,0.94806248
333101,3,1,3,3,2.6300001,4.25,320.5,-0.1895,0.085249998,0.93081248
333124,3,1,3,3,2.6900001,4.25,320.5,-0.1694375,0.091375001,0.93162501
333167,3,1,3,3,2.8099999,4.1900001,320.5,-0.16393749,0.069624998,0.92900002
333236,3,1,3,3,2.8800001,4.0599999,320.44,-0.18431249,0.094999999,0.94006252
333241,3,1,3,3,2.8800001,4.0599999,320.44,-0.17550001,0.1038125,0.93887502
333284,3,1,3,3,2.8800001,4,320.38,-0.1724375,0.085625,0.92581248
333353,3,1,3,3,2.8099999,4,320.31,-0.176125,0.082874998,0.92993748
333376,3,1,3,3,2.75,4,320.31,-0.1660625,0.084312499,0.92381251
333400,3,1,3,3,2.6300001,4,320.31,-0.183375,0.043062501,0.93712503
333450,3,1,3,3,2.0599999,4.0599999,320.25,-0.2118125,-0.059187502,0.96887499
333474,3,1,3,3,1.38,4.1300001,320.19,-0.1893125,0.097187497,0.97624999
333518,3,1,3,3,-2.6300001,4.6900001,319.5,-0.2005,-0.034875002,0.93812501
333589,3,1,3,3,-8.5,5.6300001,318.69,-0.1950625,-0.1193125,0.91525
333636,3,1,3,3,-14.38,6.3099999,318.19,-0.236625,-0.40893751,0.92825001
333682,3,1,3,3,-19.059999,6.3800001,317.94,-0.2464375,-0.3269375,0.94012499
333776,3,1,3,3,-34.310001,7.5,316.44,-0.2565625,-0.418625,0.74924999
333801,3,1,3,3,-37.060001,7.75,316.06,-0.2481875,-0.47087499,0.70756251
333847,3,1,3,3,-41.560001,8.0600004,315.94,-0.2415625,-0.6270625,0.6376875
333962,2,1,3,3,-44.560001,7.3800001,316.75,-0.25624999,-0.6846875,0.65637499
333988,2,1,3,3,-44.560001,7.1300001,316.88,-0.2375,-0.61462498,0.67275
334033,2,1,3,3,-44.439999,6.9400001,316.94,-0.22225,-0.6739375,0.68362498
334128,2,1,3,3,-40.939999,5.9400001,317.63,-0.15549999,-0.40775001,0.77143753
334174,2,1,3,3,-37.380001,5.5,318.75,-0.27024999,-0.799375,0.750875
334199,1,1,3,3,-33.130001,4.8800001,319.88,-0.23450001,-0.31018749,0.89981252
334293,1,1,3,3,-28.190001,4.5599999,321.13,-0.2005,-0.29993749,0.98512501
334339,1,1,3,3,-18.309999,3.8099999,322.88,-0.1513125,-0.1439375,0.98506248
334384,1,1,3,3,-8,4,324.81,-0.23593751,-0.097999997,1.0031875
334455,1,1,3,3,4.6300001,4.8800001,327.06,-0.1926875,0.25306249,0.95037502
334478,1,1,3,3,7.5599999,5.1900001,327.44,-0.2015,0.35312501,0.97074997
334503,2,1,3,3,10.44,5.3800001,327.75,-0.18987501,0.3305625,0.91074997
334574,2,1,3,3,22,5.6900001,328.44,-0.19825,0.48668751,0.8055625
334598,2,1,3,3,26.879999,5.5,328.56,-0.1788125,0.58850002,0.74368751
334642,2,1,3,3,34.439999,4.9400001,328.69,-0.193,0.62825,0.70381248
